JOURNAL_TITLE,JOURNAL_SUBJECTS
METASASTRA: Jurnal Penelitian Sastra,"Arts, Humanities, Education, Languange, Linguistic, Communication & Media, Social Sciences"
Edu Sains: Jurnal Pendidikan Sains dan Matematika,Education
Jurnal Pendidikan Fisika,"Education, Physics"
MATEMATIKA DAN PEMBELAJARAN,"Computer Science & IT, Decision Sciences, Operations Research & Management , Education, Environmental Science, Mathematics"
Indonesian Journal of History Education,Education
HISTOGRAM: Jurnal Pendidikan Matematika,Education
Jurnal BIOEDUIN : Program Studi Pendidikan Biologi,Education
BIODIK,"Agriculture, Biological Sciences & Forestry, Education"
Jurnal Pendidikan Kimia (JPKim),"Biochemistry, Genetics & Molecular Biology, Chemistry, Education, Environmental Science"
"Diglosia: Jurnal Kajian Bahasa, Sastra, dan Pengajarannya","Humanities, Education, Languange, Linguistic, Communication & Media"
PRISMA,"Education, Mathematics"
"Jurnal Intelektualita: Keislaman, Sosial, dan Sains","Arts, Humanities, Education, Social Sciences"
JIPFRI (Jurnal Inovasi Pendidikan Fisika dan Riset Ilmiah),"Education, Physics"
Indonesian Journal of Educational Counseling,"Arts, Humanities, Education"
LITERASI (Jurnal Ilmu Pendidikan),Education
Jurnal Pendidikan Agama Islam Al-Thariqah,Education
LENSA (Lentera Sains): Jurnal Pendidikan IPA,"Chemistry, Education, Physics"
Jurnal AUDI,Education
Jurnal Sains Sosio Humaniora,"Arts, Humanities, Education, Social Sciences"
Media Komunikasi Geografi,"Earth & Planetary Sciences, Education, Social Sciences"
JRPK: Jurnal Riset Pendidikan Kimia,"Chemical Engineering, Chemistry & Bioengineering, Chemistry, Education"
Jurnal Pendidikan Fisika dan Teknologi,"Education, Physics"
Jurnal Taman Vokasi,"Automotive Engineering, Education, Engineering, Industrial & Manufacturing Engineering, Mechanical Engineering"
TERAPUTIK: Jurnal Bimbingan dan Konseling,"Education, Social Sciences"
Ta'allum: Jurnal Pendidikan Islam,Education
INSIGHT: Jurnal Bimbingan Konseling,"Education, Health Professions"
JUARA : Jurnal Olahraga,"Education, Other"
TAMAN CENDEKIA,"Education, Languange, Linguistic, Communication & Media, Mathematics, Social Sciences"
"Academic Journal Perspective : Education, Language, and Literature","Languange, Linguistic, Communication & Media"
"Jurnal Litbang: Media Informasi Penelitian, Pengembangan dan IPTEK",Education
MODELING: Jurnal Program Studi PGMI,"Education, Other"
Jurnal Pendidikan Teknologi dan Kejuruan,"Education, Engineering"
Al-Izzah: Jurnal Hasil-Hasil Penelitian,"Arts, Humanities, Education, Languange, Linguistic, Communication & Media, Social Sciences"
ELT-Lectura,"Education, Languange, Linguistic, Communication & Media"
Owner (Riset & Jurnal Akuntansi),"Economics, Econometrics & Finance, Education, Library & Information Science, Social Sciences"
Pedagogi: Jurnal Ilmu Pendidikan,Education
Jurnal Basicedu,"Education, Mathematics, Social Sciences"
Jurnal EDUKASI (Jurnal Bimbingan Konseling),Education
Jurnal Ilmiah Sekolah Dasar,Education
Jurnal Dakwah Risalah,Education
"Ilmu Budaya (Jurnal Bahasa, Sastra, Seni dan Budaya)","Arts, Humanities, Education, Languange, Linguistic, Communication & Media, Social Sciences"
Jurnal Gentala Pendidikan Dasar,"Education, Languange, Linguistic, Communication & Media, Mathematics, Other"
International Journal of Language Teaching and Education,"Education, Languange, Linguistic, Communication & Media, Social Sciences"
SMATIKA,Education
Diakronika,"Humanities, Education, Social Sciences"
JIPES - JOURNAL OF INDONESIAN PHYSICAL EDUCATION AND SPORT,"Education, Health Professions, Physics, Public Health"
Harmoni Sosial: Jurnal Pendidikan IPS,"Education, Social Sciences"
Jurnal Ilmiah Soulmath : Jurnal Edukasi Pendidikan Matematika,"Education, Mathematics"
Bioeksperimen: Jurnal Penelitian Biologi,"Agriculture, Biological Sciences & Forestry, Education"
Wiyata Dharma: Jurnal Penelitian dan Evaluasi Pendidikan,Education
Jurnal Math Educator Nusantara: Wahana Publikasi Karya Tulis Ilmiah di Bidang Pendidikan Matematika,"Education, Social Sciences"
Jurnal Dedikasi Pendidikan,Education
PINUS: Jurnal Penelitian Inovasi Pembelajaran,Education
Ejurnal Pendidikan Fisika Tadulako,"Education, Physics"
Tafaqquh: Jurnal Penelitian Dan Kajian Keislaman,"Religion, Arts, Humanities, Economics, Econometrics & Finance, Education, Social Sciences"
Journal Sampurasun : Interdisciplinary Studies for Cultural Heritage,"Humanities, Computer Science & IT, Education, Industrial & Manufacturing Engineering, Social Sciences"
Jurnal Pendidikan Akuntansi dan Keuangan,"Economics, Econometrics & Finance, Education"
JURNAL DINAMIKA VOKASIONAL TEKNIK MESIN,"Education, Mechanical Engineering, Social Sciences"
Jurnal Pengabdian Pada Masyarakat,"Agriculture, Biological Sciences & Forestry, Decision Sciences, Operations Research & Management , Education, Engineering, Other"
"JURNAL AGAMA DAN PENDIDIKAN ISLAM ""INTIQAD""","Religion, Arts, Humanities, Education"
Tarbawiyah Jurnal Ilmiah Pendidikan,Education
Efektor,"Economics, Econometrics & Finance, Education, Languange, Linguistic, Communication & Media, Social Sciences"
Journal Psikogenesis,"Humanities, Education, Environmental Science, Public Health, Social Sciences"
SABDA,Education
An Nabighoh Jurnal Pendidikan dan Pembelajaran Bahasa Arab,"Education, Languange, Linguistic, Communication & Media"
SELING: Jurnal Program Studi PGRA,"Education, Languange, Linguistic, Communication & Media"
JAST : Jurnal Aplikasi Sains dan Teknologi,"Economics, Econometrics & Finance, Education, Engineering, Environmental Science, Other"
Journal of English Language and Pedagogy,"Education, Other"
Edukasi Journal,Education
Jurnal Imiah Pendidikan dan Pembelajaran,Education
At-Ta'lim : Media Informasi Pendidikan Islam,Education
International Journal of Indonesian Education and Teaching (IJIET),Education
Jurnal Pendidikan Ekonomi,"Economics, Econometrics & Finance, Education"
Al Tarbawi Al Haditsah,"Religion, Education"
JURNAL INDRIA (Jurnal Ilmiah Pendidikan Prasekolah dan Sekolah Awal),Education
DIMAS,"Religion, Education"
"MUST: Journal of Mathematics Education, Science and Technology","Computer Science & IT, Education, Mathematics"
Jurnal Pendidikan Dasar Nusantara,Education
"JURNAL MUQODDIMAH : Jurnal Ilmu Sosial, Politik dan Hummaniora","Arts, Humanities, Education, Environmental Science, Law, Crime, Criminology & Criminal Justice, Social Sciences"
Ibriez : Jurnal Kependidikan Dasar Islam Berbasis Sains,Education
VANOS Journal of Mechanical Engineering Education,Education
SCHOOL EDUCATION JOURNAL PGSD FIP UNIMED,Education
JIP: Jurnal Ilmiah PGMI,Education
Jurnal Ilmu Dakwah,"Religion, Education"
At-Tajdid: Jurnal Ilmu Tarbiyah,Education
MENDIDIK: Jurnal Kajian Pendidikan dan Pengajaran,Education
JOURNAL OF APPLIED LINGUISTICS AND LITERATURE,"Arts, Humanities, Education, Languange, Linguistic, Communication & Media, Social Sciences"
"Alinea: Jurnal Bahasa, Sastra, dan Pengajaran","Education, Languange, Linguistic, Communication & Media"
Journal of Japanese Language Education and Linguistics,"Education, Languange, Linguistic, Communication & Media"
AL-WIJDN: Journal of Islamic Education Studies,Education
JEES: Journal of English Educational Study,Education
Jurnal Ilmiah LISKI (Lingkar Studi Komunikasi),Education
IJET (Indonesian Journal of English Teaching),"Education, Languange, Linguistic, Communication & Media"
EKSAKTA : Jurnal Penelitian dan Pembelajaran MIPA,"Agriculture, Biological Sciences & Forestry, Education"
Journal of Business on Hospitality and Tourism,"Humanities, Education, Languange, Linguistic, Communication & Media, Social Sciences"
al-Iltizam: Jurnal Pendidikan Agama Islam,"Decision Sciences, Operations Research & Management , Education, Library & Information Science, Social Sciences, Other"
Jurnal Litbang Sukowati : Media Penelitian dan Pengembangan,"Humanities, Economics, Econometrics & Finance, Education, Environmental Science, Social Sciences"
NUR EL-ISLAM : Jurnal Pendidikan dan Sosial Keagamaan,"Religion, Economics, Econometrics & Finance, Education, Social Sciences, Other"
Jurnal Dakwah Tabligh,"Religion, Arts, Humanities, Education, Languange, Linguistic, Communication & Media, Social Sciences, Other"
Paradigma,Education
TADARUS,Education
Konstruktivisme: Jurnal Pendidikan & Pembelajaran,Education
"Journal of Culture, Arts, Literature, and Linguistics (CaLLs)","Education, Languange, Linguistic, Communication & Media, Social Sciences"
SEGAR,"Education, Public Health, Social Sciences, Other"
Konversi,Education
Profetika,"Religion, Economics, Econometrics & Finance, Education, Social Sciences"
At-Taradhi: Jurnal Studi Ekonomi,"Economics, Econometrics & Finance, Education"
Jurnal Ilmu Pendidikan Indonesia,Education
Jurnal Ekobistek,"Decision Sciences, Operations Research & Management , Economics, Econometrics & Finance, Education, Environmental Science, Social Sciences"
Plano Madani,Education
TADBIR MUWAHHID,Education
Konstruksia,Education
BIOSFER : Jurnal Biologi dan Pendidikan Biologi,Education
Scope : Journal of English Language Teaching,"Education, Languange, Linguistic, Communication & Media, Social Sciences, Other"
JURIS (Jurnal Ilmiah Syariah),"Economics, Econometrics & Finance, Education, Law, Crime, Criminology & Criminal Justice"
el-Ibtidaiy: Journal of Primary Education,"Education, Languange, Linguistic, Communication & Media, Mathematics, Physics, Social Sciences"
JURNAL TEKNOLOGI INFORMASI DAN KOMUNIKASI DALAM PENDIDIKAN,Education
J-PAI: Jurnal Pendidikan Agama Islam,Education
Review of Primary Care Practice and Education (Kajian Praktik dan Pendidikan Layanan Primer),"Education, Health Professions, Medicine & Pharmacology, Public Health"
Jurnal Penjaskesrek,Education
EDUVELOP (Journal of English Education and Development),"Arts, Humanities, Education, Languange, Linguistic, Communication & Media"
SIMBIOSA,"Education, Social Sciences"
Jurnal Isema : Islamic Educational Management,"Education, Social Sciences, Other"
PROFIT : Kajian Pendidikan Ekonomi dan Ilmu Ekonomi,"Economics, Econometrics & Finance, Education, Social Sciences"
Jurnal Pendidikan : Riset dan Konseptual,Education
ELEMENTARY,Education
Bio-Lectura,"Agriculture, Biological Sciences & Forestry, Biochemistry, Genetics & Molecular Biology, Education"
MEDIA BINA ILMIAH,"Arts, Humanities, Education, Social Sciences"
Jurnal TEMAPELA,"Biochemistry, Genetics & Molecular Biology, Education, Environmental Science, Materials Science & Nanotechnology"
Jurnal Pelangi,Education
Indonesian Journal of Education and Learning,Education
HORTATORI Jurnal Pendidikan Bahasa dan Sastra Indonesia,"Arts, Humanities, Education, Languange, Linguistic, Communication & Media"
KABILAH : Journal of Social Community,"Education, Social Sciences, Other"
Jurnal Pendidikan Kesehatan Rekreasi,"Education, Public Health"
Indonesian Journal of Islamic Early Childhood Education,Education
Psikostudia : Jurnal Psikologi,"Humanities, Education, Social Sciences"
JAPANEDU: Jurnal Pendidikan dan Pengajaran Bahasa Jepang,"Arts, Humanities, Education, Languange, Linguistic, Communication & Media"
Jurnal Pendidikan Agama Islam,Education
Geodika: Jurnal Kajian Ilmu dan Pendidikan Geografi,"Humanities, Education, Environmental Science, Social Sciences"
UNION: Jurnal Ilmiah Pendidikan Matematika,"Education, Mathematics"
BIOMA,"Agriculture, Biological Sciences & Forestry, Education"
JUDIKA (JURNAL PENDIDIKAN UNSIKA),Education
Unnes Journal of Mathematics Education Research,"Education, Mathematics"
Jurnal Bimbingan Konseling,Education
Jurnal Promkes: The Indonesian Journal of Health Promotion and Health Education,Health Professions
Jurnal Pendidikan Teknik Mesin,"Education, Mechanical Engineering"
Journal of Educational Social Studies,"Education, Social Sciences"
Terampil : Jurnal Pendidikan dan Pembelajaran Dasar,Education
JIPMat,Education
Journal of Nonformal Education and Community Empowerment,"Humanities, Education"
English Education Journal,Education
BIOEDUKASI (Jurnal Pendidikan Biologi),Education
Journal of Primary Education,Education
The International Journal of Technical and Vocational Education,"Civil Engineering, Building, Construction & Architecture, Education, Engineering"
VISIKES,Education
Jurnal Pendidikan Anak,Education
EDUKASI: Jurnal Pendidikan Islam,Education
JURNAL JPSD (Jurnal Pendidikan Sekolah Dasar),Education
Journal of Education Research and Evaluation,Education
Educational Management,"Decision Sciences, Operations Research & Management , Education"
Catharsis,"Arts, Humanities, Education, Environmental Science"
Jurnal Pendidikan Matematika Raflesia,"Education, Mathematics"
Jurnal Pencerahan,"Arts, Humanities, Education, Social Sciences"
EDUTIC,"Computer Science & IT, Education"
Journal of Accounting and Business Education,"Economics, Econometrics & Finance"
Jurnal Dimensi Pendidikan dan Pembelajaran,Education
Jurnal Sains & Teknologi Lingkungan,"Computer Science & IT, Education"
LISAN AL-HAL: Jurnal Pengembangan Pemikiran dan Kebudayaan,"Religion, Education, Social Sciences"
Jurnal Simantec,Education
Idaarah: Jurnal Manajemen Pendidikan,"Decision Sciences, Operations Research & Management , Education"
Journal of Physical Education and Sports,"Education, Other"
Jurnal Kajian Pembelajaran Matematika,"Education, Mathematics"
Jurnal Teori dan Praksis Pembelajaran IPS,Education
Jurnal Ilmiah Pariwisata,"Education, Social Sciences, Transportation, Other"
AL-IDARAH: JURNAL KEPENDIDIKAN ISLAM,"Arts, Humanities, Education"
Jurnal Pengabdian Kepada Masyarakat (Indonesian Journal of Community Engagement),Education
Empirisma; Jurnal Pemikiran dan Kebudayaan Islam,"Arts, Humanities, Education, Social Sciences, Other"
Jurnal Ilmiah Inovasi,"Agriculture, Biological Sciences & Forestry, Decision Sciences, Operations Research & Management , Education, Other"
Hydrogen: Jurnal Kependidikan Kimia,"Chemistry, Education"
Jurnal Riset Fisika Edukasi dan Sains,"Education, Physics"
Indonesian Journal of Primary Education,Education
Wahana Akademika: Jurnal Studi Islam dan Sosial,"Education, Social Sciences"
Lisanul' Arab: Journal of Arabic Learning and Teaching,"Education, Languange, Linguistic, Communication & Media"
ATTARBIYAH,"Religion, Education, Social Sciences"
JURNAL BIOEDUCATION,Education
INTERNATIONAL JOURNAL OF LANGUAGE EDUCATION AND CULTURE REVIEW,"Languange, Linguistic, Communication & Media"
Jurnal Artefak,"Education, Other"
Journal Of English Language and Education,"Education, Languange, Linguistic, Communication & Media"
Journal of Economic Education,"Economics, Econometrics & Finance, Education"
International Journal of Active Learning,Education
QUALITY,Education
Jurnal EDUCATIO: Jurnal Pendidikan Indonesia,Education
Tunas Bangsa,Education
JURNAL SMART,"Education, Languange, Linguistic, Communication & Media"
JISAE: JOURNAL OF INDONESIAN STUDENT ASSESMENT AND EVALUATION,Education
Jurnal Teknologi Pendidikan (JTP),Education
JURNAL TATSQIF,Education
JPMI (Jurnal Pendidikan Matematika Indonesia),"Education, Mathematics"
VELES Voices of English Language Education Society,"Languange, Linguistic, Communication & Media"
Bhakti Persada Jurnal Aplikasi IPTEKS,Education
Gramatika: Jurnal Ilmiah Kebahasaan dan Kesastraan,"Education, Languange, Linguistic, Communication & Media"
Journal of Development Research,"Civil Engineering, Building, Construction & Architecture, Education, Social Sciences"
Radioterapi & Onkologi Indonesia,"Education, Health Professions, Medicine & Pharmacology, Physics, Other"
JURNAL PENELITIAN BIDANG PENDIDIKAN,Education
Pendidikan Luar Biasa,Education
IJEEM - Indonesian Journal of Environmental Education and Management,"Decision Sciences, Operations Research & Management , Education, Environmental Science"
Jurnal Pancasila dan Kewarganegaraan,Education
Jurnal Keperawatan Jiwa,"Education, Health Professions, Nursing, Public Health, Veterinary"
JURNAL MANAJEMEN PENDIDIKAN ISLAM AL-IDARAH,"Decision Sciences, Operations Research & Management , Education"
JURNAL EDUCATION AND DEVELOPMENT,"Agriculture, Biological Sciences & Forestry, Arts, Humanities, Computer Science & IT, Education, Languange, Linguistic, Communication & Media"
